,CODE_PRODUIT,NOM,SECTEUR_CONSO,SOUS_SECTEUR_CONSO,FAMILLE_PRODUIT,SOUS_FAMILLE,CATEGORIE,DEPARTEMENT,MARQUE,CONDITIONNEMENT,COND_UNITE_LIBELLE_COURT,PRIX_RELEVE,DATE_RELEVE,PROMOTION,TOP_500,TYPE_RELEVE,RAISON_SOCIALE,TYPE_ADRESSE,QUARTIER,COMMUNE,LONGITUDE,LATITUDE
3310,180984,boisson de soja Bjorg bio chocolat liquide brique 1 l,boisson,boisson sans alcool,boisson végétale,boisson végétale,IMPORT,Sec,Bjorg,1.0,l,699,2021-10-06 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
3311,197427,foie gras de canard entier Delpeyrat classic +50% offert bocal 180 g,épicerie salée,conserves et bocaux,"conserve de viande, pâté, terrine, foie gras",conserve de foie gras,IMPORT,Sec,,0.18,kg,2190,2022-07-27 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
3312,138847,cracotte Lu craquinette framboise lot x2 paquet 200 g,"pain, viennoiserie, pâtisserie","biscotte, tartine craquante, galette","biscotte, tartine craquante, galette","tartine craquante, crackers",IMPORT,Sec,Lu,0.4,kg,580,2014-02-03 00:00:00.000,0,N,,CARREFOUR EXPRESS SIB DUCOS,PHYSIQUE,Ducos,Nouméa,166.442932,-22.235328
3313,140334,biscuit apéritif Eta cravers chicken paquet 190 g,épicerie salée,produit apéritif,produit apéritif,biscuit apéritif,IMPORT,Sec,Eta,0.19,kg,295,2014-06-02 00:00:00.000,0,N,,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
3314,138782,hamburger surgelé Charal cheeseburger x6 boîte 840 g,surgelés,"burger, crêpe, snacking surgelé","burger, bun, bagel, kebab surgelé","burger, bun, bagel surgelé",IMPORT,Surgelés,Charal,0.84,kg,1550,2014-07-28 00:00:00.000,0,N,,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
3315,132667,pâte macaroni Panzani sachet 500 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,IMPORT,Sec,Panzani,0.5,kg,325,2017-01-30 00:00:00.000,0,N,,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
3316,154716,artichaut au kilo imp,fruit et légume,fruit et légume frais,légume frais ,"légume vert, asperge",IMPORT,Frais,,1.0,kg,533,2019-01-21 00:00:00.000,0,N,A,LEADER PRICE MAGENTA,PHYSIQUE,Magenta,Nouméa,166.457836,-22.273958
3317,213237,fromage frais nature Campagne De France pot 500 g,crémerie,yaourt,yaourt,"fromage blanc,faisselle",IMPORT,Frais,,0.5,kg,509,2019-11-11 00:00:00.000,0,N,A,JOHNSTON,PHYSIQUE,Centre-Ville,Nouméa,166.438187,-22.272201
3318,132667,pâte macaroni Panzani sachet 500 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,IMPORT,Sec,Panzani,0.5,kg,235,2020-04-14 00:00:00.000,0,N,A,BOURAIL DISCOUNT,PHYSIQUE,,Bourail,165.496776,-21.567371
3319,165169,tortilla chips Leader Price nature sachet 200 g,épicerie salée,produit apéritif,produit apéritif,"chips, tuile et tortilla",IMPORT,Sec,Leader Price,0.2,kg,195,2020-09-15 00:00:00.000,0,N,A,LEADER PRICE CONCEPTION,PHYSIQUE,La Conception,Mont-Dore,166.503788,-22.226589
3320,195476,jus de fruits Casino multifruits brique 2l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,Casino,2.0,l,650,2020-11-17 00:00:00.000,0,N,A,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
3321,231010,infusion Biosens bio sommeil réparateur rose sachet x20,épicerie sucrée,"café, thé, boisson chaude","thé, infusion",infusion,IMPORT,Sec,,20.0,u,730,2021-01-27 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
3322,159007,épinard Leader Price haché 4/4 conserve 795 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Leader Price,0.795,kg,220,2021-04-13 00:00:00.000,0,N,A,LEADER PRICE BOURAIL,PHYSIQUE,,Bourail,165.498621,-21.582622
3323,138538,filet de perroquet 500 g,"boucherie, volaille, poissonnerie",poissonnerie,poisson,poisson,IMPORT,Frais,,0.5,kg,1705,2021-07-18 00:00:00.000,0,N,A,AUCHAN - BEST SUPERMARKET,PHYSIQUE,,Païta,166.387123,-22.163786
3324,213237,fromage frais nature Campagne De France pot 500 g,crémerie,yaourt,yaourt,"fromage blanc,faisselle",IMPORT,Frais,,0.5,kg,650,2022-07-27 00:00:00.000,0,N,A,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
3325,132667,pâte macaroni Panzani sachet 500 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,IMPORT,Sec,Panzani,0.5,kg,275,2022-11-22 00:00:00.000,0,O,A,SUPER U MAGECO,PHYSIQUE,Doniambo,Nouméa,166.443758,-22.259361
3326,135809,glace chocolat blanc Magnum bâtonnet x4 boîte 480 ml,surgelés,"glace, dessert glacé",glace et sorbet,glace et sorbet individuel,IMPORT,Surgelés,,0.48,l,895,2013-10-14 00:00:00.000,0,N,,ARIZONA MONT-DORE,PHYSIQUE,Portes d'or,Mont-Dore,166.577688,-22.240721
3327,139538,haricot vert Carrefour bio extra-fin bocal 37 cl,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Carrefour,0.37,l,330,2014-08-11 00:00:00.000,0,N,,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
3328,162341,céréale Nestlé fitness chocolat noir paquet 375 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,IMPORT,Sec,Nestlé,0.375,kg,615,2016-02-26 00:00:00.000,0,,,KORAIL VALLEE DES COLONS,PHYSIQUE,Vallée des Colons,Nouméa,166.454129,-22.270541
3329,135556,chips Fmf thumbs up hot spicy sachet 150 g,épicerie salée,produit apéritif,produit apéritif,"chips, tuile et tortilla",IMPORT,Sec,,0.15,kg,420,2016-08-09 00:00:00.000,0,N,,SUPER NORD (VIVAL KOUMAC) Fermé,PHYSIQUE,Centre-Ville,Koumac,164.281,-20.562
3330,41539,lait en poudre Anchor boîte 2.5 kg,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,"lait concentré, en poudre",IMPORT,Sec,Anchor,2.5,kg,2390,2016-11-11 00:00:00.000,0,,,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
3331,46192,soda aux fruits Tulem grenadine bouteille 50 cl,boisson,boisson sans alcool,soda,soda aux fruits,LOCAL,Sec,Tulem,0.5,l,120,2016-10-31 00:00:00.000,0,N,,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
3332,134779,biscuit Lu kango paquet 225 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé",IMPORT,Sec,Lu,0.225,kg,350,2020-03-31 00:00:00.000,0,N,A,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
3333,194588,filet de maquereau Casino mariné muscade/aromate conserve 176 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,Casino,0.176,kg,235,2020-05-26 00:00:00.000,0,N,A,CASINO LES HALLES MAGENTA,PHYSIQUE,Magenta,Nouméa,166.469413,-22.244837
3334,46192,soda aux fruits Tulem grenadine bouteille 50 cl,boisson,boisson sans alcool,soda,soda aux fruits,LOCAL,Sec,Tulem,0.5,l,150,2020-08-03 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE NOUMEA ,PHYSIQUE,Motor Pool,Nouméa,166.448155,-22.291739
3335,192384,biscuit St Michel petit beurre paquet 180 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,St Michel,0.18,kg,385,2021-05-26 00:00:00.000,0,N,A,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
3336,46192,soda aux fruits Tulem grenadine bouteille 50 cl,boisson,boisson sans alcool,soda,soda aux fruits,LOCAL,Sec,Tulem,0.5,l,145,2022-05-17 00:00:00.000,0,O,A,SUPER U KOUMAC,PHYSIQUE,,Koumac,164.285,-20.558
3337,178361,vinaigrette Puget légère vinaigre balsamique/ciboulette/échalote bouteilles 33 cl,épicerie salée,"assaisonnement, condiment, aide culinaire","huile, vinaigre, vinaigrette, sauce salade",vinaigrette,IMPORT,Sec,Puget,0.33,l,515,2022-08-31 00:00:00.000,0,N,A,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
3338,241436,DOUBLON carotte Leader Price extra-fine conserve 400 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Leader Price,0.4,kg,140,2022-10-11 00:00:00.000,0,N,A,LEADER PRICE BOURAIL,PHYSIQUE,,Bourail,165.498621,-21.582622
3339,137896,semoule de maïs Tipiak polenta précuite paquet 500 g,épicerie salée,"pâte, riz, purée, céréale",purée et polenta,polenta,IMPORT,Sec,Tipiak,0.5,kg,270,2016-02-01 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
3340,137896,semoule de maïs Tipiak polenta précuite paquet 500 g,épicerie salée,"pâte, riz, purée, céréale",purée et polenta,polenta,IMPORT,Sec,Tipiak,0.5,kg,260,2016-03-14 00:00:00.000,0,N,,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
3341,53323,soda à la limonade Tulem bouteille 12 x 1.25 l,boisson,boisson sans alcool,soda,"limonade, tonic",LOCAL,Sec,,15.0,l,2880,2017-05-01 00:00:00.000,0,N,,ARIZONA MONT-DORE,PHYSIQUE,Portes d'or,Mont-Dore,166.577688,-22.240721
3342,204886,chocolat au café Biscochoc pâtissier tablette 200 g,épicerie sucrée,"chocolat, confiserie",chocolat,tablette de chocolat,LOCAL,Sec,Biscochoc,0.2,kg,681,2020-07-13 00:00:00.000,1,N,A,AUCHAN SUPERMARCHE NOUMEA ,PHYSIQUE,Motor Pool,Nouméa,166.448155,-22.291739
3343,211711,plat cuisiné Belle France blanquette de veau/riz barquette 300 g,épicerie salée,plat cuisiné individuel,plat cuisiné individuel,plat cuisiné individuel,IMPORT,Sec,Belle France,0.3,kg,395,2021-04-21 00:00:00.000,0,N,A,JOHNSTON,PHYSIQUE,Centre-Ville,Nouméa,166.438187,-22.272201
3344,242813,soupe Maggi noodle mijoté du chef sachet 5 x 85,épicerie salée,"soupe, croûton","soupe, croûton","soupe déshydratée, instantannée",IMPORT,Sec,Maggi,0.425,kg,395,2023-02-22 00:00:00.000,0,N,A,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
3345,53987,nectar de fruits Pressade tropical brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,Pressade,1.0,l,195,2014-02-03 00:00:00.000,0,N,,CARREFOUR EXPRESS NAKUTAKOIN,PHYSIQUE,Baie des Citrons,Dumbéa,166.415695,-22.173535
3346,139757,luncheon meat porc Tulip conserve 340 g,épicerie salée,conserves et bocaux,"conserve de viande, pâté, terrine, foie gras","conserve de pâté, terrine",IMPORT,Sec,Tulip,0.34,kg,285,2014-05-05 00:00:00.000,0,N,,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
3347,142723,boisson aux fruits Golden Circle golden pash brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,1.0,l,300,2014-09-26 00:00:00.000,0,,,TROP TARD,PHYSIQUE,,Maré,167.879846,-21.547386
3348,138599,miel Pollen de fleurs pot 200 g,épicerie sucrée,"confiture, pâte à tartiner, miel","miel, sirop d'érable, d'agave","miel, sirop d'érable, d'agave",LOCAL,Sec,,0.2,kg,1395,2014-12-08 00:00:00.000,0,N,,CARREFOUR EXPRESS NAKUTAKOIN,PHYSIQUE,Baie des Citrons,Dumbéa,166.415695,-22.173535
3349,139757,luncheon meat porc Tulip conserve 340 g,épicerie salée,conserves et bocaux,"conserve de viande, pâté, terrine, foie gras","conserve de pâté, terrine",IMPORT,Sec,Tulip,0.34,kg,300,2015-06-01 00:00:00.000,0,N,,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
3350,135108,infusion Eléphant digestion légère sachet x25,épicerie sucrée,"café, thé, boisson chaude","thé, infusion",infusion,IMPORT,Sec,Elephant,25.0,u,564,2017-10-02 00:00:00.000,0,N,,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
3351,177663,mini génoise Balconi mix max chocolat paquet 350 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,IMPORT,Sec,,0.35,kg,371,2019-03-18 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
3352,177663,mini génoise Balconi mix max chocolat paquet 350 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,IMPORT,Sec,,0.35,kg,295,2019-10-22 00:00:00.000,0,O,A,LEADER PRICE AUTEUIL,PHYSIQUE,Auteuil,Dumbéa,166.481718,-22.216587
3353,45935,soda au cola Pepsi regular boîte 33 cl,boisson,boisson sans alcool,soda,soda au cola,LOCAL,Sec,Pepsi,0.33,l,150,2020-07-21 00:00:00.000,0,N,T,STATION TOTAL DUCOS,PHYSIQUE,Ducos,Nouméa,166.4464,-22.23631
3354,154074,eau minérale Volvic summer fruits bouteille 1.5 l,boisson,boisson sans alcool,eau,eau plate,IMPORT,Sec,Volvic,1.5,l,470,2021-12-01 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
3355,142723,boisson aux fruits Golden Circle golden pash brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,1.0,l,281,2022-05-24 00:00:00.000,0,N,A,KORAIL P.D.F,PHYSIQUE,,Mont-Dore,166.49,-22.221
3356,142723,boisson aux fruits Golden Circle golden pash brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,1.0,l,335,2023-03-08 00:00:00.000,0,N,A,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
3357,139757,luncheon meat porc Tulip conserve 340 g,épicerie salée,conserves et bocaux,"conserve de viande, pâté, terrine, foie gras","conserve de pâté, terrine",IMPORT,Sec,Tulip,0.34,kg,300,2023-03-14 00:00:00.000,0,N,A,DISCOUNT TEARI,PHYSIQUE,,Koné,164.869635,-21.071729
3358,195505,café moulu Casino saveur 70% arabica 30% robusta sachet 500 g ,épicerie sucrée,"café, thé, boisson chaude",café,café moulu et en grain,IMPORT,Sec,Casino,0.5,kg,1450,2023-03-14 00:00:00.000,0,N,A,CASINO MONT DORE,PHYSIQUE,Centre-Ville,Mont-Dore,166.586133,-22.238509
3359,153355,bouillon de boeuf Maggi cube x18 boîte 180 g,épicerie salée,"assaisonnement, condiment, aide culinaire","bouillon, aide culinaire","bouillon, aide culinaire",IMPORT,Sec,Maggi,0.18,kg,425,2023-04-25 00:00:00.000,0,N,A,GEANT DUMBEA - CENTRE COMMERCIAL DUMBEA MALL,PHYSIQUE,,Dumbéa,166.451101,-22.20383
3360,143141,guacamole Laco flacon 45 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,IMPORT,Sec,,0.045,kg,395,2014-07-28 00:00:00.000,0,N,,CHAMPION DUCOS,PHYSIQUE,Ducos,Nouméa,,
3361,156692,préparation dessert White Wings moist chocolate cake paquet 370 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,aide à la pâtisserie,IMPORT,Sec,,0.37,kg,395,2015-04-13 00:00:00.000,0,N,,POINDIMIE DISCOUNT,PHYSIQUE,,Poindimié,165.333178,-20.937187
3362,180482,huile de colza Lesieur top up  67.5 cl,épicerie salée,"assaisonnement, condiment, aide culinaire","huile, vinaigre, vinaigrette, sauce salade",huile,IMPORT,Sec,Lesieur,0.675,l,520,2021-08-18 00:00:00.000,0,N,A,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
3363,156692,préparation dessert White Wings moist chocolate cake paquet 370 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,aide à la pâtisserie,IMPORT,Sec,,0.37,kg,363,2021-07-26 00:00:00.000,0,N,A,AUCHAN - BEST SUPERMARKET,PHYSIQUE,,Païta,166.387123,-22.163786
3364,43338,chocolat en poudre Nestlé le chocolat boîte 500 g,épicerie sucrée,"café, thé, boisson chaude",boisson chaude,"chocolat, cacao en poudre",IMPORT,Sec,Nestlé,0.5,kg,865,2021-09-28 00:00:00.000,0,N,A,SUPER U KOUMAC,PHYSIQUE,,Koumac,164.285,-20.558
3365,43338,chocolat en poudre Nestlé le chocolat boîte 500 g,épicerie sucrée,"café, thé, boisson chaude",boisson chaude,"chocolat, cacao en poudre",IMPORT,Sec,Nestlé,0.5,kg,980,2022-02-08 00:00:00.000,0,N,A,CASINO MONT DORE,PHYSIQUE,Centre-Ville,Mont-Dore,166.586133,-22.238509
3366,158331,DOUBLON chocolat au lait Lindt Excellence extra fondant tablette 100 g,épicerie sucrée,"chocolat, confiserie",chocolat,tablette de chocolat,IMPORT,Sec,Lindt,0.1,kg,580,2014-11-07 00:00:00.000,0,,,CASINO LES HALLES MAGENTA,PHYSIQUE,Magenta,Nouméa,166.469413,-22.244837
3367,155274,gouda Auchan en tranche x10 paquet 200 g,crémerie,fromage,fromage,fromage : en tranche,IMPORT,Frais,Auchan,0.2,kg,247,2018-05-22 00:00:00.000,0,N,,AUCHAN SUPERMARCHE NOUMEA ,PHYSIQUE,Motor Pool,Nouméa,166.448155,-22.291739
3368,156782,poivron rouge au kilo imp,fruit et légume,fruit et légume frais,légume frais ,"aubergine, courgette, poivron",IMPORT,Frais,,1.0,kg,995,2019-04-08 00:00:00.000,0,N,A,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
3369,43636,margarine demi-sel Country Soft barquette 1 kg,crémerie,"beurre, margarine",margarine et autre graisse végétale,margarine,IMPORT,Frais,,1.0,kg,490,2019-07-16 00:00:00.000,0,N,A,LEADER PRICE BOURAIL,PHYSIQUE,,Bourail,165.498621,-21.582622
3370,200955,miel Le Rocher Du Caillou pot 500 g,épicerie sucrée,"confiture, pâte à tartiner, miel","miel, sirop d'érable, d'agave","miel, sirop d'érable, d'agave",LOCAL,Sec,,0.5,kg,1090,2020-08-25 00:00:00.000,0,N,A,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
3371,206278,sorbet mangue/passion Leader Price bac 1 l,surgelés,"glace, dessert glacé",glace et sorbet,sorbet aux fruits exotiques,IMPORT,Surgelés,Leader Price,1.0,l,495,2021-05-04 00:00:00.000,0,N,A,LEADER PRICE CONCEPTION,PHYSIQUE,La Conception,Mont-Dore,166.503788,-22.226589
3372,210471,petit pois Belle France cuit à l'étuvée très fin conserve 400 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Belle France,0.4,kg,140,2022-06-22 00:00:00.000,0,N,A,JOHNSTON,PHYSIQUE,Centre-Ville,Nouméa,166.438187,-22.272201
3373,138324,oignon blanc Carrefour au vinaigre extra-fin bocal 340 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,IMPORT,Sec,Carrefour,0.37,l,195,2022-07-27 00:00:00.000,0,N,A,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
3374,196319,spaghetti fraîche Viv barquette 380 g,traiteur,pâte fraîche,pâte fraîche,pâte fraîche,LOCAL,Frais,Viv,0.38,kg,570,2023-02-15 00:00:00.000,0,N,A,AUCHAN KONE (ancien U EXPRESS KONE (LE CENTRE)),PHYSIQUE,,Koné,164.8608935,-21.0607779
3375,196319,spaghetti fraîche Viv barquette 380 g,traiteur,pâte fraîche,pâte fraîche,pâte fraîche,LOCAL,Frais,Viv,0.38,kg,580,2023-04-11 00:00:00.000,0,N,A,CASINO MONT DORE,PHYSIQUE,Centre-Ville,Mont-Dore,166.586133,-22.238509
3376,55143,eau minérale Volvic thé vert/menthe bouteille 50 cl,boisson,boisson sans alcool,eau,eau plate,IMPORT,Sec,Volvic,0.5,l,195,2015-12-07 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
3377,53284,soda tonic Schweppes bouteille 6 x 1.5 l,boisson,boisson sans alcool,soda,"limonade, tonic",LOCAL,Sec,Schweppes,9.0,l,2040,2016-02-01 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
3378,134679,fromage La Vache Qui Rit en portion x12 boîte 200 g,crémerie,fromage,fromage,fromage : en portion,IMPORT,Frais,,12.0,u,395,2016-07-11 00:00:00.000,0,N,,MAGECO KOUMAC (Fermé),PHYSIQUE,,Koumac,164.282156,-20.560039
3379,134679,fromage La Vache Qui Rit en portion x12 boîte 200 g,crémerie,fromage,fromage,fromage : en portion,IMPORT,Frais,,12.0,u,435,2016-07-15 00:00:00.000,0,,,KORAIL VALLEE DES COLONS,PHYSIQUE,Vallée des Colons,Nouméa,166.454129,-22.270541
3380,166113,poulet entier surgelé Fiduccia sous-vide 1 kg,surgelés,"viande, volaille surgelée",volaille surgelée,"poulet, dinde surgelé",IMPORT,Surgelés,,1.0,kg,330,2019-11-27 00:00:00.000,0,N,A,SUPER U MAGECO,PHYSIQUE,Doniambo,Nouméa,166.443758,-22.259361
3381,42815,maïs Talpe 1/2 conserve 285 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Talpe,0.285,kg,150,2020-06-09 00:00:00.000,0,N,A,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
3382,140036,café soluble Nescafé cappucino stick x10,épicerie sucrée,"café, thé, boisson chaude",café,"café soluble, cappucino, chicoré",IMPORT,Sec,Nescafé,10.0,,595,2020-07-07 00:00:00.000,0,N,A,STATION PACIFIC ENERGY BACO,PHYSIQUE,,Koné,164.896561,-21.100769
3383,197587,bûche glacée de noël Leader Price exotique boîte 543.6 g,surgelés,"glace, dessert glacé",dessert glacé,dessert glacé à partager,IMPORT,Surgelés,,0.544,kg,750,2021-11-16 00:00:00.000,0,N,A,LEADER PRICE KONE,PHYSIQUE,,Koné,164.899076,-21.124103
3384,140036,café soluble Nescafé cappucino stick x10,épicerie sucrée,"café, thé, boisson chaude",café,"café soluble, cappucino, chicoré",IMPORT,Sec,Nescafé,10.0,,620,2022-02-01 00:00:00.000,0,N,A,KORAIL VALLEE DES COLONS,PHYSIQUE,Vallée des Colons,Nouméa,166.454129,-22.270541
3385,138585,"noix de coco Vahiné râpée ""sélection pâtissière"" sachet 125 g",épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,aide à la pâtisserie,IMPORT,Sec,Vahiné,0.125,kg,360,2016-08-15 00:00:00.000,0,N,,CHAMPION DUCOS,PHYSIQUE,Ducos,Nouméa,,
3386,41243,beurre doux Elle & Vire noisy plaquette 250 g,crémerie,"beurre, margarine",beurre,beurre,IMPORT,Frais,Noisy,0.25,kg,285,2016-09-07 00:00:00.000,0,N,,BOURAIL DISCOUNT,PHYSIQUE,,Bourail,165.496776,-21.567371
3387,176178,frite surgelée Lutosa allumette 7/7 sachet 1 kg,surgelés,"frite, pomme de terre surgelée","frite, pomme de terre surgelée",frite surgelée,IMPORT,Surgelés,,1.0,kg,532,2019-09-11 00:00:00.000,0,N,T,EXTREME NORD DISTRIBUTION - ESP. COM. HNA YHALAP,PHYSIQUE,,Poum,164.035384,-20.227861
3388,160801,huile d'olive Jardin Bio douce vierge extra bouteille 75 cl,épicerie salée,"assaisonnement, condiment, aide culinaire","huile, vinaigre, vinaigrette, sauce salade",huile,IMPORT,Sec,Jardin Bio',0.75,l,994,2019-11-05 00:00:00.000,0,N,T,AUCHAN - BEST SUPERMARKET,PHYSIQUE,,Païta,166.387123,-22.163786
