,CODE_PRODUIT,NOM,SECTEUR_CONSO,SOUS_SECTEUR_CONSO,FAMILLE_PRODUIT,SOUS_FAMILLE,CATEGORIE,DEPARTEMENT,MARQUE,CONDITIONNEMENT,COND_UNITE_LIBELLE_COURT,PRIX_RELEVE,DATE_RELEVE,PROMOTION,TOP_500,TYPE_RELEVE,RAISON_SOCIALE,TYPE_ADRESSE,QUARTIER,COMMUNE,LONGITUDE,LATITUDE
3225,135035,farine de maïs Maïzena sauceline sauce blanche sachet 250 g,épicerie salée,"assaisonnement, condiment, aide culinaire","bouillon, aide culinaire","bouillon, aide culinaire",IMPORT,Sec,Maïzena,0.25,kg,295,2020-02-25 00:00:00.000,0,N,A,BOURAIL DISCOUNT,PHYSIQUE,,Bourail,165.496776,-21.567371
3226,154720,poireau au kilo imp,fruit et légume,fruit et légume frais,légume frais ,"chou, poireau, navet, céleri",IMPORT,Frais,,1.0,kg,820,2021-06-01 00:00:00.000,0,N,A,AUCHAN AUTEUIL,PHYSIQUE,Auteuil,Dumbéa,166.4796,-22.21118
3227,200924,biscuit galette bretonne Bonne Maman fine pur beurre paquet 90 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,Bonne Maman,0.09,kg,350,2021-11-24 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
3228,135035,farine de maïs Maïzena sauceline sauce blanche sachet 250 g,épicerie salée,"assaisonnement, condiment, aide culinaire","bouillon, aide culinaire","bouillon, aide culinaire",IMPORT,Sec,Maïzena,0.25,kg,320,2022-07-19 00:00:00.000,0,N,A,KONE DISCOUNT,PHYSIQUE,,Koné,164.8615869,-21.061713
3229,154720,poireau au kilo imp,fruit et légume,fruit et légume frais,légume frais ,"chou, poireau, navet, céleri",IMPORT,Frais,,1.0,kg,1350,2023-07-19 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
3230,143726,chocolat de fête Cémoi cheverny assortiment boîte 450 g,épicerie sucrée,"chocolat, confiserie",chocolat,chocolat à offrir,IMPORT,Sec,Cémoi,0.45,kg,3490,2016-03-07 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
3231,41436,huile d'arachide Lesieur bouteille 2 l,épicerie salée,"assaisonnement, condiment, aide culinaire","huile, vinaigre, vinaigrette, sauce salade",huile,IMPORT,Sec,Lesieur,2.0,l,1036,2017-07-24 00:00:00.000,0,N,,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
3232,141424,thym Ducros entier flacon 85 g,épicerie salée,"assaisonnement, condiment, aide culinaire","herbe et épice culinaire, sel, poivre",herbe culinaire,IMPORT,Sec,Ducros,0.085,kg,614,2018-02-19 00:00:00.000,0,N,,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
3233,143726,chocolat de fête Cémoi cheverny assortiment boîte 450 g,épicerie sucrée,"chocolat, confiserie",chocolat,chocolat à offrir,IMPORT,Sec,Cémoi,0.45,kg,1190,2018-02-12 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
3234,157731,fromage le-régal-des-Moines Pâturages Comtois 250 g,crémerie,fromage,fromage,"fromage : brie, camembert, coulommiers, crémeux",IMPORT,Frais,,0.25,kg,450,2018-04-23 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
3235,153853,mélange de noix Planters boîte 184 g,épicerie salée,produit apéritif,produit apéritif,cacahuète et fruit sec,IMPORT,Sec,,0.184,kg,540,2019-05-20 00:00:00.000,0,N,A,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
3236,180280,chocolat en poudre Nestlé Milo activ-go 3en1 stick x8,épicerie sucrée,"café, thé, boisson chaude",boisson chaude,"chocolat, cacao en poudre",IMPORT,Sec,Nestlé,8.0,,436,2020-09-01 00:00:00.000,0,N,A,KONE DISCOUNT,PHYSIQUE,,Koné,164.8615869,-21.061713
3237,206223,biscuit Carrefour bio blé/épeautre/sésame paquet 170 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,Carrefour,0.17,kg,320,2020-12-02 00:00:00.000,0,N,A,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
3238,160027,salami La Française en tranche sous-vide,charcuterie,"jambon cru, charcuterie en tranche","jambon cru, charcuterie en tranche","jambon cru, charcuterie en tranche",LOCAL,Frais,La Française,0.17,kg,305,2014-07-11 00:00:00.000,0,,,LEADER PRICE PLEXUS (DUCOS),PHYSIQUE,Ducos,Nouméa,166.449361,-22.247222
3239,45519,fromage Kiri en portion x12 boîte 216 g,crémerie,fromage,fromage,fromage : en portion,IMPORT,Frais,kiri,0.216,kg,495,2016-03-07 00:00:00.000,0,O,,MAGENTA DISCOUNT,PHYSIQUE,6e kilomètre,Nouméa,166.468288,-22.24403
3240,137819,brie Gerard conserve 125 g,crémerie,fromage,fromage,"fromage : brie, camembert, coulommiers, crémeux",IMPORT,Frais,,0.125,kg,360,2018-02-19 00:00:00.000,0,,T,LEADER PRICE LA FOA,PHYSIQUE,,La Foa,165.827992,-21.70991
3241,138405,olive verte Ducros dénoyautée bocal 160 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,IMPORT,Sec,Ducros,0.37,l,190,2019-11-12 00:00:00.000,0,N,A,BOURAIL DISCOUNT,PHYSIQUE,,Bourail,165.496776,-21.567371
3242,138405,olive verte Ducros dénoyautée bocal 160 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,IMPORT,Sec,Ducros,0.37,l,220,2020-07-21 00:00:00.000,0,N,A,SUPER U MAGECO,PHYSIQUE,Doniambo,Nouméa,166.443758,-22.259361
3243,230673,boisson de soja Auchan bio vanille brique 1 l,boisson,boisson sans alcool,boisson végétale,boisson végétale,IMPORT,Sec,Auchan,1.0,l,270,2020-11-23 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE TONTOUTA,PHYSIQUE,Tontouta,Païta,166.223,-22.012
3244,45717,sauce maggi Nestlé seasoning bouteille 100 ml,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,IMPORT,Sec,Nestlé,0.1,l,70,2021-03-02 00:00:00.000,0,N,A,MAGENTA DISCOUNT,PHYSIQUE,6e kilomètre,Nouméa,166.468288,-22.24403
3245,45717,sauce maggi Nestlé seasoning bouteille 100 ml,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,IMPORT,Sec,Nestlé,0.1,l,104,2023-01-09 00:00:00.000,0,N,A,AUCHAN BELLE VIE,PHYSIQUE,6e kilomètre,Nouméa,,
3246,241692,eau de source Mont-Dore pétillante mangue bouteille 50 cl,boisson,boisson sans alcool,eau,eau gazeuse,IMPORT,Sec,,0.5,l,275,2023-07-05 00:00:00.000,0,N,T,STATION TOTAL SAINTE MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.459,-22.276
3247,46254,boisson aux fruits Golden Circle pomme brique 25 cl,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,0.25,l,120,2014-05-05 00:00:00.000,0,,,CHEZ TONTON (ancien tonton),PHYSIQUE,Ducos,Païta,166.369025,-22.130536
3248,161851,plat cuisiné Carrefour Discount marlin blanc/riz sauce marinière barquette 300 g,épicerie salée,plat cuisiné individuel,plat cuisiné individuel,plat cuisiné individuel,IMPORT,Sec,Carrefour discount,0.3,kg,445,2014-12-22 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
3249,138282,confiture papaye de Bourail sans sucre bocal 300 g,épicerie sucrée,"confiture, pâte à tartiner, miel",confiture,confiture : autres,LOCAL,Sec,,0.3,kg,495,2015-02-02 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
3250,155405,fromage frais nature Malo 0% mg pot 1 kg ,crémerie,yaourt,yaourt,"fromage blanc,faisselle",IMPORT,Frais,,1.0,kg,750,2016-09-26 00:00:00.000,0,N,,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
3251,46254,boisson aux fruits Golden Circle pomme brique 25 cl,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,0.25,l,120,2016-10-24 00:00:00.000,0,N,,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
3252,139055,biscuit fourré Lu lulu l'ourson fraise paquet 150 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé",IMPORT,Sec,Lu,0.15,kg,340,2017-10-23 00:00:00.000,0,N,,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
3253,180987,vinaigre de cidre Jardin Bio bouteille 75 cl,épicerie salée,"assaisonnement, condiment, aide culinaire","huile, vinaigre, vinaigrette, sauce salade",vinaigre ,IMPORT,Sec,,0.75,l,506,2018-11-19 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE NOUMEA ,PHYSIQUE,Motor Pool,Nouméa,166.448155,-22.291739
3254,180305,cassonade Daddy douce en poudre douce de l'île maurice doypack 500 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",sucre et édulcorant,sucre roux,IMPORT,Sec,Daddy,0.5,kg,265,2018-12-31 00:00:00.000,0,N,A,SUPER U KOUMAC,PHYSIQUE,,Koumac,164.285,-20.558
3255,46254,boisson aux fruits Golden Circle pomme brique 25 cl,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,0.25,l,100,2020-01-14 00:00:00.000,0,N,A,SUPER U MAGECO,PHYSIQUE,Doniambo,Nouméa,166.443758,-22.259361
3256,181564,chocolat au lait Biscochoc Kroc Mi Croc Moi Kipeti bubble-gum tablette 100 g,épicerie sucrée,"chocolat, confiserie",chocolat,tablette de chocolat,LOCAL,Sec,Biscochoc,0.1,kg,150,2020-08-25 00:00:00.000,0,N,A,ARIZONA MONT-DORE,PHYSIQUE,Portes d'or,Mont-Dore,166.577688,-22.240721
3257,191674,confiture pêche/abricot Leader Price pot 370 g,épicerie sucrée,"confiture, pâte à tartiner, miel",confiture,confiture aux fruits jaunes,IMPORT,,,0.37,kg,200,2020-11-10 00:00:00.000,0,N,A,LEADER PRICE AUTEUIL,PHYSIQUE,Auteuil,Dumbéa,166.481718,-22.216587
3258,46254,boisson aux fruits Golden Circle pomme brique 25 cl,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,0.25,l,130,2021-04-28 00:00:00.000,0,N,A,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
3259,46254,boisson aux fruits Golden Circle pomme brique 25 cl,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,IMPORT,Sec,Golden Circle,0.25,l,100,2021-04-20 00:00:00.000,0,O,A,MAGENTA DISCOUNT,PHYSIQUE,6e kilomètre,Nouméa,166.468288,-22.24403
3260,177137,compote Andros pomme/abricot sans colorant/conservateur pot 4 x 100 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",compote,IMPORT,Sec,Andros,0.4,kg,275,2021-10-05 00:00:00.000,0,N,A,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
3261,191457,biscuit petit beurre Lu paquet 200 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,Lu,0.2,kg,225,2023-05-23 00:00:00.000,0,N,A,EXPRESS BOULOUPARIS,PHYSIQUE,,Boulouparis,,
3262,139055,biscuit fourré Lu lulu l'ourson fraise paquet 150 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé",IMPORT,Sec,Lu,0.15,kg,315,2023-08-07 00:00:00.000,0,N,A,JOHNSTON,PHYSIQUE,Centre-Ville,Nouméa,166.438187,-22.272201
3263,191457,biscuit petit beurre Lu paquet 200 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,Lu,0.2,kg,290,2023-08-24 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
3264,143317,chocolat de fête Jacquot truffe fantasie café latté boîte 200 g,épicerie sucrée,"chocolat, confiserie",chocolat,chocolat à offrir,IMPORT,Sec,,0.2,kg,595,2014-04-14 00:00:00.000,0,N,,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
3265,157807,biscuit galette St Michel la grande 1905 au beurre paquet 150 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,St Michel,0.15,kg,430,2014-10-17 00:00:00.000,0,,,JOHNSTON,PHYSIQUE,Centre-Ville,Nouméa,166.438187,-22.272201
3266,41215,tomate pelées Victoria entière 1/2 conserve 240 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Victoria,0.24,kg,120,2014-10-20 00:00:00.000,0,N,,SUPER U MAGECO,PHYSIQUE,Doniambo,Nouméa,166.443758,-22.259361
3267,47938,crème dessert Mondelice vanille pot 4 x 125 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",crème dessert,IMPORT,Frais,,0.5,kg,240,2016-12-02 00:00:00.000,0,,,LEADER PRICE LA FOA,PHYSIQUE,,La Foa,165.827992,-21.70991
3268,153391,sauce viandox Knorr bouteille 16 cl,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,IMPORT,Sec,Viandox,0.16,l,360,2018-03-26 00:00:00.000,0,N,,AUCHAN SUPERMARCHE NOUMEA ,PHYSIQUE,Motor Pool,Nouméa,166.448155,-22.291739
3269,153391,sauce viandox Knorr bouteille 16 cl,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,IMPORT,Sec,Viandox,0.16,l,248,2019-01-21 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
3270,41215,tomate pelées Victoria entière 1/2 conserve 240 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Victoria,0.24,kg,99,2020-08-10 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE NOUMEA ,PHYSIQUE,Motor Pool,Nouméa,166.448155,-22.291739
3271,175415,biscuit La Biscuitière quatre quart marbré paquet 500 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,LOCAL,Sec,La Biscuitière,0.5,kg,720,2021-12-27 00:00:00.000,0,N,A,ETABLISSEMENTS ROES,PHYSIQUE,,Koné,164.861788,-21.060495
3272,41215,tomate pelées Victoria entière 1/2 conserve 240 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Victoria,0.24,kg,140,2023-04-25 00:00:00.000,0,N,A,AUCHAN KONE (ancien U EXPRESS KONE (LE CENTRE)),PHYSIQUE,,Koné,164.8608935,-21.0607779
3273,135505,confiture châtaigne Bonne Maman bocal 370 g,épicerie sucrée,"confiture, pâte à tartiner, miel",confiture,confiture : autres,IMPORT,Sec,Bonne Maman,0.37,kg,540,2023-06-13 00:00:00.000,0,N,A,DISCOUNT TEARI,PHYSIQUE,,Koné,164.869635,-21.071729
3274,164707,lasagne surgelée Findus à la bolognaise boîte 600 g,surgelés,plat cuisiné surgelé,plat cuisiné surgelé à partager,plat surgelé à partager : italien,IMPORT,Surgelés,,0.6,kg,795,2014-12-22 00:00:00.000,0,N,,CARREFOUR EXPRESS NAKUTAKOIN,PHYSIQUE,Baie des Citrons,Dumbéa,166.415695,-22.173535
3275,164707,lasagne surgelée Findus à la bolognaise boîte 600 g,surgelés,plat cuisiné surgelé,plat cuisiné surgelé à partager,plat surgelé à partager : italien,IMPORT,Surgelés,,0.6,kg,720,2016-08-12 00:00:00.000,0,,,KORAIL VALLEE DES COLONS,PHYSIQUE,Vallée des Colons,Nouméa,166.454129,-22.270541
3276,135258,biscuit Arnott's triple wafer paquet 200 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé",IMPORT,Sec,Arnott's,0.2,kg,496,2017-08-21 00:00:00.000,0,N,,ARIZONA MONT-DORE,PHYSIQUE,Portes d'or,Mont-Dore,166.577688,-22.240721
3277,175929,petit pois D'Aucy extra tendre 1/2 conserve 280 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,,0.28,kg,250,2018-06-11 00:00:00.000,0,,,GEANT DUMBEA - CENTRE COMMERCIAL DUMBEA MALL,PHYSIQUE,,Dumbéa,166.451101,-22.20383
3278,155561,petit pois Netto extra fin 1/2 conserve 3 x 140 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Netto,0.42,kg,280,2019-10-29 00:00:00.000,0,N,A,MAGENTA DISCOUNT,PHYSIQUE,6e kilomètre,Nouméa,166.468288,-22.24403
3279,154193,cake sucré Casimir fondant au chocolat paquet 650 g,"pain, viennoiserie, pâtisserie","pain, viennoiserie, pâtisserie",pâtisserie,pâtisserie,LOCAL,Sec,,0.65,kg,1135,2019-12-10 00:00:00.000,0,N,A,CASINO LES HALLES MAGENTA,PHYSIQUE,Magenta,Nouméa,166.469413,-22.244837
3280,178697,biscuit petit-déjeuner Chabrior pépites de chocolat paquet 400 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",biscuit petit déjeuner,biscuit petit déjeuner,IMPORT,Sec,,0.4,kg,450,2020-04-28 00:00:00.000,0,O,A,KORAIL LIFOU,PHYSIQUE,,Lifou,167.254362,-20.906757
3281,183516,poulet entier surgelé Frangosul sous-vide 1.1 kg,surgelés,"viande, volaille surgelée",volaille surgelée,"poulet, dinde surgelé",IMPORT,Surgelés,,1.1,kg,410,2022-10-06 00:00:00.000,0,N,T,AU BON PRIX,PHYSIQUE,Faubourg blanchot,Nouméa,166.4521939,-22.2808597
3282,183516,poulet entier surgelé Frangosul sous-vide 1.1 kg,surgelés,"viande, volaille surgelée",volaille surgelée,"poulet, dinde surgelé",IMPORT,Surgelés,,1.1,kg,555,2022-12-28 00:00:00.000,0,N,A,CARREFOUR EXPRESS NAKUTAKOIN,PHYSIQUE,Baie des Citrons,Dumbéa,166.415695,-22.173535
3283,153451,sauce huître Lee Kum Kee panda brand bouteille 510 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,IMPORT,Sec,,0.51,kg,550,2023-04-11 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
3284,154193,cake sucré Casimir fondant au chocolat paquet 650 g,"pain, viennoiserie, pâtisserie","pain, viennoiserie, pâtisserie",pâtisserie,pâtisserie,LOCAL,Sec,,0.65,kg,1406,2023-04-18 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE NOUMEA ,PHYSIQUE,Motor Pool,Nouméa,166.448155,-22.291739
3285,194590,filet de maquereau Casino olive/citron conserve 176 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,Casino,0.176,kg,310,2023-08-29 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
3286,136008,petit pois surgelé Ardo extra-fin sachet 1 kg,surgelés,légume et fruit surgelés,légume surgelé,légumineuse surgelée,IMPORT,Surgelés,Ardo,1.0,kg,695,2014-09-29 00:00:00.000,0,N,,CHAMPION DUCOS,PHYSIQUE,Ducos,Nouméa,,
3287,152378,infusion Carrefour verveine sachet x25,épicerie sucrée,"café, thé, boisson chaude","thé, infusion",infusion,IMPORT,Sec,Carrefour,25.0,u,250,2014-11-10 00:00:00.000,0,N,,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
3288,161486,plat cuisiné Carrefour marlin blanc sauce citron/quinoa au légume barquette 300 g,épicerie salée,plat cuisiné individuel,plat cuisiné individuel,plat cuisiné individuel,IMPORT,Sec,Carrefour,0.3,kg,445,2014-11-24 00:00:00.000,0,N,,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
3289,156909,glace à l'eau Nestlé Yoco fruit joy bâtonnet x5 boîte 375 ml,surgelés,"glace, dessert glacé",glace et sorbet,glace et sorbet individuel,IMPORT,Surgelés,,0.375,l,915,2015-03-09 00:00:00.000,0,N,,CARREFOUR EXPRESS NAKUTAKOIN,PHYSIQUE,Baie des Citrons,Dumbéa,166.415695,-22.173535
3290,172471,foie gras d'oie entier Delpeyrat classic 3 parts conserve 120 g,épicerie salée,conserves et bocaux,"conserve de viande, pâté, terrine, foie gras",conserve de foie gras,IMPORT,Sec,,0.12,kg,995,2016-10-03 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
3291,154783,chocolat de pâques Lapita composition coquetier 320 g,épicerie sucrée,"chocolat, confiserie",chocolat,chocolat à offrir,LOCAL,Sec,Lapita,0.32,kg,2990,2017-01-30 00:00:00.000,0,N,,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
3292,154841,margarine Olivani lite huile d'olive barquette 500 g,crémerie,"beurre, margarine",margarine et autre graisse végétale,margarine,IMPORT,Frais,,0.5,kg,428,2017-08-21 00:00:00.000,0,,,AUCHAN SUPERMARCHE NOUMEA ,PHYSIQUE,Motor Pool,Nouméa,166.448155,-22.291739
3293,182826,céréale Carrefour blé soufflé au miel/caramel paquet 500 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,IMPORT,Sec,Carrefour,0.5,kg,370,2021-01-05 00:00:00.000,0,N,A,LEADER PRICE BOURAIL,PHYSIQUE,,Bourail,165.498621,-21.582622
3294,214936,olive verte ArteOliva sélection farcie aux anchois conserve 300 g,épicerie salée,produit apéritif,produit apéritif,olive et tartinable,IMPORT,Sec,ArteOliva,0.3,kg,240,2021-02-16 00:00:00.000,0,N,A,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
3295,182826,céréale Carrefour blé soufflé au miel/caramel paquet 500 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,IMPORT,Sec,Carrefour,0.5,kg,370,2021-11-09 00:00:00.000,0,N,A,LEADER PRICE KONE,PHYSIQUE,,Koné,164.899076,-21.124103
3296,178651,galette de blé Old El Paso wraps complet extra moelleux x6 sachet 350 g,épicerie salée,spécialité exotique,spécialité exotique,spécialité exotique mexicaine,IMPORT,Sec,Old El Paso,0.35,kg,460,2022-07-19 00:00:00.000,0,N,A,BOURAIL DISCOUNT,PHYSIQUE,,Bourail,165.496776,-21.567371
3297,53770,jus de fruits Joker ananas brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,Joker,1.0,l,435,2014-05-26 00:00:00.000,0,N,,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
3298,155425,fromage Babybel mini x6 filet 132 g,crémerie,fromage,fromage,fromage : en portion,IMPORT,Frais,,0.12,kg,460,2014-08-08 00:00:00.000,0,,,KORAIL VALLEE DES COLONS,PHYSIQUE,Vallée des Colons,Nouméa,166.454129,-22.270541
3299,147153,épice mélangée Ducros bbq texan flacon 110 g,épicerie salée,"assaisonnement, condiment, aide culinaire","herbe et épice culinaire, sel, poivre",épice culinaire,IMPORT,Sec,Ducros,0.11,kg,495,2014-09-01 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
3300,53376,soda au cola Pepsi max bouteille 1.5 l,boisson,boisson sans alcool,soda,soda au cola,LOCAL,Sec,Pepsi,1.5,l,240,2015-04-13 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
3301,151559,sardine Founty piment conserve 125 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,Founty,0.125,kg,100,2017-02-20 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
3302,53376,soda au cola Pepsi max bouteille 1.5 l,boisson,boisson sans alcool,soda,soda au cola,LOCAL,Sec,Pepsi,1.5,l,235,2015-04-10 00:00:00.000,0,,,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
3303,161517,barre chocolatée Cadbury dairy milk bubbly white 40 g,épicerie sucrée,"chocolat, confiserie",chocolat,confiserie au chocolat,IMPORT,Sec,,0.04,kg,295,2017-01-23 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
3304,155425,fromage Babybel mini x6 filet 132 g,crémerie,fromage,fromage,fromage : en portion,IMPORT,Frais,,0.12,kg,465,2017-04-07 00:00:00.000,0,,,CASINO MONT DORE,PHYSIQUE,Centre-Ville,Mont-Dore,166.586133,-22.238509
3305,53486,boisson aux fruits Oro kids pomme bouteille 24 x 33 cl,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,LOCAL,Sec,Oro,7.92,l,2520,2017-07-10 00:00:00.000,0,N,,CARREFOUR EXPRESS SIB DUCOS,PHYSIQUE,Ducos,Nouméa,166.442932,-22.235328
3306,136150,champignon de paris Bonduelle émincé en boîte 1/2 conserve 230 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Bonduelle,0.23,kg,221,2019-05-27 00:00:00.000,0,N,A,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
3307,53376,soda au cola Pepsi max bouteille 1.5 l,boisson,boisson sans alcool,soda,soda au cola,LOCAL,Sec,Pepsi,1.5,l,250,2020-09-15 00:00:00.000,1,O,A,MAGENTA DISCOUNT,PHYSIQUE,6e kilomètre,Nouméa,166.468288,-22.24403
3308,231042,bonbon Clowny fraise sachet 125 g,épicerie sucrée,"chocolat, confiserie",confiserie,bonbon,LOCAL,Sec,Clowny,0.125,kg,287,2021-03-29 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE NOUMEA ,PHYSIQUE,Motor Pool,Nouméa,166.448155,-22.291739
3309,231042,bonbon Clowny fraise sachet 125 g,épicerie sucrée,"chocolat, confiserie",confiserie,bonbon,LOCAL,Sec,Clowny,0.125,kg,390,2021-04-07 00:00:00.000,0,N,A,CARREFOUR EXPRESS PAITA (ancien ARIZONA PAITA),PHYSIQUE,,Païta,166.367278,-22.129734
