dt,AverageTemperature,Year,Month,Days delta,Season,MA,Season offset
1968-12-01,6.537000000000001,1968.9166666666667,12,21519,0,12.797749999999999,-6.260749999999998
1969-01-01,7.932,1969.0,1,21550,0,12.899416666666667,-4.967416666666667
1969-02-01,5.856,1969.0833333333333,2,21581,0,12.753083333333334,-6.897083333333335
1969-03-01,9.564,1969.1666666666667,3,21609,1,12.731416666666666,-3.167416666666666
1969-04-01,11.864,1969.25,4,21640,1,12.687083333333332,-0.8230833333333312
1969-05-01,15.394,1969.3333333333333,5,21670,1,12.798250000000001,2.595749999999999
1969-06-01,16.688,1969.4166666666667,6,21701,2,12.740833333333333,3.947166666666666
1969-07-01,20.144,1969.5,7,21731,2,12.833333333333334,7.310666666666664
1969-08-01,19.214,1969.5833333333333,8,21762,2,12.898499999999999,6.3155
1969-09-01,17.264,1969.6666666666667,9,21793,3,12.952166666666665,4.311833333333334
1969-10-01,14.859000000000002,1969.75,10,21823,3,12.923000000000002,1.936
1969-11-01,10.091,1969.8333333333333,11,21854,3,12.950583333333332,-2.859583333333333
1969-12-01,5.132000000000001,1969.9166666666667,12,21884,0,12.8335,-7.7015
1970-01-01,7.462000000000001,1970.0,1,21915,0,12.794333333333334,-5.332333333333334
1970-02-01,7.615,1970.0833333333333,2,21946,0,12.940916666666666,-5.325916666666666
1970-03-01,7.85,1970.1666666666667,3,21974,1,12.798083333333333,-4.948083333333333
1970-04-01,10.547,1970.25,4,22005,1,12.688333333333334,-2.1413333333333338
1970-05-01,15.029000000000002,1970.3333333333333,5,22035,1,12.657916666666667,2.3710833333333348
1970-06-01,19.017,1970.4166666666667,6,22066,2,12.851999999999999,6.165000000000001
1970-07-01,19.066,1970.5,7,22096,2,12.762166666666667,6.303833333333332
1970-08-01,19.454,1970.5833333333333,8,22127,2,12.782166666666669,6.671833333333332
1970-09-01,18.049,1970.6666666666667,9,22158,3,12.847583333333333,5.201416666666667
1970-10-01,13.28,1970.75,10,22188,3,12.716,0.5640000000000001
1970-11-01,11.451999999999998,1970.8333333333333,11,22219,3,12.829416666666667,-1.3774166666666687
1970-12-01,5.9700000000000015,1970.9166666666667,12,22249,0,12.89925,-6.929249999999999
1971-01-01,6.5520000000000005,1971.0,1,22280,0,12.823416666666667,-6.271416666666666
1971-02-01,7.423999999999999,1971.0833333333333,2,22311,0,12.8075,-5.383500000000001
1971-03-01,7.161000000000001,1971.1666666666667,3,22339,1,12.750083333333334,-5.589083333333333
1971-04-01,13.012999999999998,1971.25,4,22370,1,12.955583333333331,0.05741666666666667
1971-05-01,15.699000000000002,1971.3333333333333,5,22400,1,13.011416666666667,2.6875833333333343
1971-06-01,16.604,1971.4166666666667,6,22431,2,12.810333333333332,3.7936666666666667
1971-07-01,20.528,1971.5,7,22461,2,12.932166666666665,7.595833333333333
1971-08-01,19.737,1971.5833333333333,8,22492,2,12.95575,6.781249999999998
1971-09-01,17.042,1971.6666666666667,9,22523,3,12.871833333333333,4.170166666666669
1971-10-01,14.238,1971.75,10,22553,3,12.951666666666668,1.2863333333333316
1971-11-01,8.571,1971.8333333333333,11,22584,3,12.711583333333335,-4.1405833333333355
1971-12-01,7.8610000000000015,1971.9166666666667,12,22614,0,12.869166666666667,-5.008166666666665
1972-01-01,6.589,1972.0,1,22645,0,12.87225,-6.283249999999999
1972-02-01,8.648,1972.0833333333333,2,22676,0,12.97425,-4.32625
1972-03-01,10.854,1972.1666666666667,3,22705,1,13.282000000000002,-2.4280000000000026
1972-04-01,11.453,1972.25,4,22736,1,13.152000000000001,-1.6990000000000016
1972-05-01,14.07,1972.3333333333333,5,22766,1,13.01625,1.0537500000000009
1972-06-01,16.097,1972.4166666666667,6,22797,2,12.973999999999998,3.123000000000003
1972-07-01,19.209,1972.5,7,22827,2,12.864083333333333,6.344916666666666
1972-08-01,18.186,1972.5833333333333,8,22858,2,12.734833333333334,5.451166666666666
1972-09-01,14.990000000000002,1972.6666666666667,9,22889,3,12.563833333333335,2.426166666666667
1972-10-01,12.991,1972.75,10,22919,3,12.459916666666667,0.5310833333333331
1972-11-01,10.306,1972.8333333333333,11,22950,3,12.6045,-2.2985000000000007
1972-12-01,7.74,1972.9166666666667,12,22980,0,12.594416666666667,-4.854416666666667
1973-01-01,6.3580000000000005,1973.0,1,23011,0,12.575166666666666,-6.217166666666666
1973-02-01,6.686,1973.0833333333333,2,23042,0,12.411666666666667,-5.725666666666667
1973-03-01,9.162,1973.1666666666667,3,23070,1,12.270666666666665,-3.1086666666666645
1973-04-01,10.425,1973.25,4,23101,1,12.185000000000002,-1.7600000000000016
1973-05-01,15.77,1973.3333333333333,5,23131,1,12.326666666666666,3.4433333333333334
1973-06-01,18.46,1973.4166666666667,6,23162,2,12.523583333333333,5.936416666666668
1973-07-01,19.339,1973.5,7,23192,2,12.534416666666667,6.804583333333332
1973-08-01,20.915,1973.5833333333333,8,23223,2,12.761833333333334,8.153166666666666
1973-09-01,18.034,1973.6666666666667,9,23254,3,13.015499999999998,5.018500000000001
1973-10-01,12.71,1973.75,10,23284,3,12.992083333333333,-0.2820833333333326
1973-11-01,9.800999999999998,1973.8333333333333,11,23315,3,12.950000000000001,-3.1490000000000027
1973-12-01,6.9860000000000015,1973.9166666666667,12,23345,0,12.887166666666666,-5.901166666666664
1974-01-01,9.099,1974.0,1,23376,0,13.115583333333333,-4.016583333333333
1974-02-01,8.425,1974.0833333333333,2,23407,0,13.2605,-4.8355
1974-03-01,10.267,1974.1666666666667,3,23435,1,13.352583333333333,-3.085583333333334
1974-04-01,11.827,1974.25,4,23466,1,13.469416666666666,-1.6424166666666657
1974-05-01,14.544,1974.3333333333333,5,23496,1,13.36725,1.1767500000000002
1974-06-01,17.438,1974.4166666666667,6,23527,2,13.282083333333333,4.155916666666666
1974-07-01,18.931,1974.5,7,23557,2,13.248083333333334,5.682916666666667
1974-08-01,19.72,1974.5833333333333,8,23588,2,13.1485,6.571499999999999
1974-09-01,16.104,1974.6666666666667,9,23619,3,12.987666666666664,3.116333333333335
1974-10-01,10.239,1974.75,10,23649,3,12.78175,-2.54275
1974-11-01,10.382,1974.8333333333333,11,23680,3,12.830166666666665,-2.4481666666666655
1974-12-01,9.509,1974.9166666666667,12,23710,0,13.040416666666667,-3.531416666666667
1975-01-01,9.144,1975.0,1,23741,0,13.044166666666667,-3.9001666666666672
1975-02-01,8.61,1975.0833333333333,2,23772,0,13.059583333333334,-4.449583333333335
1975-03-01,8.542000000000002,1975.1666666666667,3,23800,1,12.915833333333333,-4.373833333333332
1975-04-01,11.62,1975.25,4,23831,1,12.898583333333335,-1.2785833333333354
1975-05-01,14.21,1975.3333333333333,5,23861,1,12.87075,1.3392500000000016
1975-06-01,17.250999999999998,1975.4166666666667,6,23892,2,12.855166666666667,4.39583333333333
1975-07-01,19.99,1975.5,7,23922,2,12.943416666666666,7.0465833333333325
1975-08-01,20.6,1975.5833333333333,8,23953,2,13.01675,7.583250000000001
1975-09-01,17.340999999999998,1975.6666666666667,9,23984,3,13.119833333333334,4.221166666666663
1975-10-01,12.528,1975.75,10,24014,3,13.310583333333334,-0.7825833333333332
1975-11-01,9.581,1975.8333333333333,11,24045,3,13.243833333333333,-3.6628333333333334
1975-12-01,6.133000000000001,1975.9166666666667,12,24075,0,12.962499999999999,-6.829499999999998
1976-01-01,7.138999999999999,1976.0,1,24106,0,12.795416666666668,-5.656416666666669
1976-02-01,8.029,1976.0833333333333,2,24137,0,12.747,-4.718
1976-03-01,9.158,1976.1666666666667,3,24166,1,12.798333333333332,-3.6403333333333325
1976-04-01,11.493,1976.25,4,24197,1,12.787749999999997,-1.294749999999997
1976-05-01,15.878,1976.3333333333333,5,24227,1,12.92675,2.95125
1976-06-01,20.416,1976.4166666666667,6,24258,2,13.1905,7.2255
1976-07-01,20.957,1976.5,7,24288,2,13.271083333333332,7.685916666666669
1976-08-01,19.879,1976.5833333333333,8,24319,2,13.211,6.668000000000001
1976-09-01,16.329,1976.6666666666667,9,24350,3,13.126666666666665,3.2023333333333355
1976-10-01,13.821000000000002,1976.75,10,24380,3,13.234416666666668,0.5865833333333335
1976-11-01,9.509,1976.8333333333333,11,24411,3,13.228416666666668,-3.7194166666666675
1976-12-01,6.732,1976.9166666666667,12,24441,0,13.278333333333334,-6.546333333333334
1977-01-01,7.127000000000001,1977.0,1,24472,0,13.277333333333333,-6.150333333333332
1977-02-01,9.658,1977.0833333333333,2,24503,0,13.413083333333333,-3.7550833333333333
1977-03-01,11.213,1977.1666666666667,3,24531,1,13.584333333333333,-2.371333333333334
1977-04-01,11.117,1977.25,4,24562,1,13.553000000000003,-2.4360000000000017
1977-05-01,14.198,1977.3333333333333,5,24592,1,13.413000000000002,0.7849999999999984
1977-06-01,16.559,1977.4166666666667,6,24623,2,13.091583333333334,3.467416666666667
1977-07-01,18.779,1977.5,7,24653,2,12.910083333333334,5.8689166666666654
1977-08-01,18.095,1977.5833333333333,8,24684,2,12.761416666666667,5.333583333333332
1977-09-01,16.192,1977.6666666666667,9,24715,3,12.75,3.442
1977-10-01,14.829,1977.75,10,24745,3,12.833999999999998,1.9950000000000028
1977-11-01,9.95,1977.8333333333333,11,24776,3,12.870750000000001,-2.9207500000000017
1977-12-01,8.482000000000001,1977.9166666666667,12,24806,0,13.016583333333335,-4.534583333333334
1978-01-01,6.6370000000000005,1978.0,1,24837,0,12.97575,-6.338749999999999
1978-02-01,7.6030000000000015,1978.0833333333333,2,24868,0,12.804500000000003,-5.201500000000001
1978-03-01,10.303,1978.1666666666667,3,24896,1,12.728666666666669,-2.425666666666668
1978-04-01,10.696,1978.25,4,24927,1,12.693583333333335,-1.9975833333333348
1978-05-01,14.484000000000002,1978.3333333333333,5,24957,1,12.717416666666665,1.7665833333333367
1978-06-01,16.819000000000003,1978.4166666666667,6,24988,2,12.739083333333333,4.079916666666669
1978-07-01,18.545,1978.5,7,25018,2,12.719583333333333,5.825416666666669
1978-08-01,18.348,1978.5833333333333,8,25049,2,12.740666666666668,5.607333333333331
1978-09-01,16.977,1978.6666666666667,9,25080,3,12.806083333333333,4.170916666666667
1978-10-01,13.53,1978.75,10,25110,3,12.697833333333335,0.8321666666666641
1978-11-01,9.47,1978.8333333333333,11,25141,3,12.657833333333334,-3.1878333333333337
1978-12-01,8.472000000000001,1978.9166666666667,12,25171,0,12.657000000000002,-4.1850000000000005
1979-01-01,4.771,1979.0,1,25202,0,12.5015,-7.7305
1979-02-01,7.499,1979.0833333333333,2,25233,0,12.492833333333332,-4.993833333333332
1979-03-01,9.889,1979.1666666666667,3,25261,1,12.458333333333334,-2.5693333333333346
1979-04-01,11.111,1979.25,4,25292,1,12.492916666666666,-1.3819166666666653
1979-05-01,14.665,1979.3333333333333,5,25322,1,12.508000000000001,2.1569999999999983
1979-06-01,17.958000000000006,1979.4166666666667,6,25353,2,12.602916666666667,5.355083333333338
1979-07-01,19.611,1979.5,7,25383,2,12.691749999999999,6.919250000000002
1979-08-01,18.37,1979.5833333333333,8,25414,2,12.693583333333335,5.676416666666666
1979-09-01,17.144000000000002,1979.6666666666667,9,25445,3,12.707500000000001,4.4365000000000006
1979-10-01,14.484000000000002,1979.75,10,25475,3,12.787,1.697000000000001
1979-11-01,9.675999999999998,1979.8333333333333,11,25506,3,12.804166666666667,-3.1281666666666688
1979-12-01,8.859,1979.9166666666667,12,25536,0,12.836416666666667,-3.9774166666666666
1980-01-01,5.942,1980.0,1,25567,0,12.934,-6.991999999999999
1980-02-01,9.473,1980.0833333333333,2,25598,0,13.098500000000001,-3.6255000000000006
1980-03-01,9.363,1980.1666666666667,3,25627,1,13.054666666666668,-3.691666666666668
1980-04-01,11.178999999999998,1980.25,4,25658,1,13.060333333333334,-1.8813333333333357
1980-05-01,14.213,1980.3333333333333,5,25688,1,13.022666666666668,1.1903333333333315
1980-06-01,16.735,1980.4166666666667,6,25719,2,12.920749999999998,3.8142500000000013
1980-07-01,17.887999999999998,1980.5,7,25749,2,12.777166666666666,5.110833333333332
1980-08-01,19.763,1980.5833333333333,8,25780,2,12.89325,6.869750000000002
1980-09-01,18.036,1980.6666666666667,9,25811,3,12.967583333333332,5.0684166666666695
1980-10-01,12.911,1980.75,10,25841,3,12.8365,0.07450000000000045
1980-11-01,8.811,1980.8333333333333,11,25872,3,12.764416666666667,-3.9534166666666675
1980-12-01,6.356,1980.9166666666667,12,25902,0,12.555833333333332,-6.199833333333332
1981-01-01,6.7250000000000005,1981.0,1,25933,0,12.621083333333333,-5.8960833333333325
1981-02-01,6.247999999999999,1981.0833333333333,2,25964,0,12.352333333333334,-6.104333333333335
1981-03-01,12.002,1981.1666666666667,3,25992,1,12.572249999999999,-0.5702499999999979
1981-04-01,12.658,1981.25,4,26023,1,12.695500000000001,-0.03750000000000142
1981-05-01,14.702,1981.3333333333333,5,26053,1,12.73625,1.9657499999999999
1981-06-01,17.505,1981.4166666666667,6,26084,2,12.800416666666669,4.70458333333333
1981-07-01,18.613,1981.5,7,26114,2,12.860833333333334,5.752166666666666
1981-08-01,19.736,1981.5833333333333,8,26145,2,12.858583333333334,6.877416666666667
1981-09-01,17.525000000000002,1981.6666666666667,9,26176,3,12.816,4.709000000000001
1981-10-01,13.393,1981.75,10,26206,3,12.856166666666667,0.5368333333333339
1981-11-01,10.161,1981.8333333333333,11,26237,3,12.968666666666666,-2.807666666666666
1981-12-01,7.7,1981.9166666666667,12,26267,0,13.080666666666666,-5.380666666666666
1982-01-01,8.327,1982.0,1,26298,0,13.214166666666666,-4.8871666666666655
1982-02-01,8.482000000000001,1982.0833333333333,2,26329,0,13.400333333333334,-4.918333333333333
1982-03-01,9.518,1982.1666666666667,3,26357,1,13.193333333333335,-3.6753333333333345
1982-04-01,11.936,1982.25,4,26388,1,13.133166666666666,-1.197166666666666
1982-05-01,15.595,1982.3333333333333,5,26418,1,13.207583333333332,2.3874166666666685
1982-06-01,18.927,1982.4166666666667,6,26449,2,13.326083333333335,5.600916666666665
1982-07-01,21.028,1982.5,7,26479,2,13.527333333333333,7.500666666666666
1982-08-01,19.024,1982.5833333333333,8,26510,2,13.468000000000002,5.555999999999999
1982-09-01,18.666,1982.6666666666667,9,26541,3,13.563083333333333,5.102916666666667
1982-10-01,13.376,1982.75,10,26571,3,13.561666666666667,-0.18566666666666798
1982-11-01,11.174,1982.8333333333333,11,26602,3,13.646083333333335,-2.4720833333333356
1982-12-01,8.1,1982.9166666666667,12,26632,0,13.679416666666668,-5.579416666666669
1983-01-01,8.529,1983.0,1,26663,0,13.696250000000001,-5.167250000000001
1983-02-01,6.1110000000000015,1983.0833333333333,2,26694,0,13.498666666666665,-7.3876666666666635
1983-03-01,10.08,1983.1666666666667,3,26722,1,13.545499999999999,-3.4654999999999987
1983-04-01,11.815,1983.25,4,26753,1,13.535416666666668,-1.7204166666666687
1983-05-01,14.055,1983.3333333333333,5,26783,1,13.407083333333334,0.6479166666666654
1983-06-01,18.731,1983.4166666666667,6,26814,2,13.390749999999999,5.340250000000003
1983-07-01,22.746,1983.5,7,26844,2,13.533916666666668,9.21208333333333
1983-08-01,20.176,1983.5833333333333,8,26875,2,13.629916666666666,6.546083333333332
1983-09-01,17.77,1983.6666666666667,9,26906,3,13.555250000000001,4.214749999999999
1983-10-01,13.763,1983.75,10,26936,3,13.587499999999999,0.17550000000000132
1983-11-01,10.47,1983.8333333333333,11,26967,3,13.528833333333333,-3.0588333333333324
1983-12-01,7.608,1983.9166666666667,12,26997,0,13.487833333333333,-5.879833333333333
1984-01-01,7.492999999999999,1984.0,1,27028,0,13.401499999999999,-5.908499999999999
1984-02-01,6.8050000000000015,1984.0833333333333,2,27059,0,13.459333333333333,-6.654333333333332
1984-03-01,8.521,1984.1666666666667,3,27088,1,13.329416666666667,-4.808416666666666
1984-04-01,12.2,1984.25,4,27119,1,13.3615,-1.1615000000000002
1984-05-01,12.848,1984.3333333333333,5,27149,1,13.260916666666667,-0.41291666666666593
1984-06-01,17.492,1984.4166666666667,6,27180,2,13.157666666666666,4.334333333333335
1984-07-01,19.985,1984.5,7,27210,2,12.927583333333333,7.057416666666667
1984-08-01,19.387,1984.5833333333333,8,27241,2,12.861833333333335,6.5251666666666654
1984-09-01,16.128,1984.6666666666667,9,27272,3,12.725,3.4030000000000005
1984-10-01,13.796,1984.75,10,27302,3,12.72775,1.068249999999999
1984-11-01,11.989,1984.8333333333333,11,27333,3,12.854333333333331,-0.8653333333333304
1984-12-01,7.775,1984.9166666666667,12,27363,0,12.868250000000002,-5.093250000000001
1985-01-01,3.045,1985.0,1,27394,0,12.497583333333333,-9.452583333333333
1985-02-01,7.399,1985.0833333333333,2,27425,0,12.547083333333333,-5.148083333333333
1985-03-01,8.509,1985.1666666666667,3,27453,1,12.546083333333334,-4.037083333333333
1985-04-01,12.526,1985.25,4,27484,1,12.573250000000002,-0.04725000000000179
1985-05-01,14.627,1985.3333333333333,5,27514,1,12.721499999999999,1.9055000000000017
1985-06-01,17.022000000000002,1985.4166666666667,6,27545,2,12.682333333333334,4.339666666666668
1985-07-01,20.494,1985.5,7,27575,2,12.72475,7.7692499999999995
1985-08-01,18.831,1985.5833333333333,8,27606,2,12.678416666666665,6.152583333333334
1985-09-01,18.653,1985.6666666666667,9,27637,3,12.888833333333332,5.764166666666666
1985-10-01,14.269,1985.75,10,27667,3,12.92825,1.3407499999999999
1985-11-01,7.7029999999999985,1985.8333333333333,11,27698,3,12.571083333333334,-4.8680833333333355
1985-12-01,8.458,1985.9166666666667,12,27728,0,12.628,-4.17
1986-01-01,7.399,1986.0,1,27759,0,12.990833333333333,-5.591833333333333
1986-02-01,3.771,1986.0833333333333,2,27790,0,12.688500000000003,-8.917500000000004
1986-03-01,9.298,1986.1666666666667,3,27818,1,12.754249999999999,-3.456249999999999
1986-04-01,9.94,1986.25,4,27849,1,12.53875,-2.598750000000001
1986-05-01,15.899,1986.3333333333333,5,27879,1,12.644750000000002,3.254249999999997
1986-06-01,18.4,1986.4166666666667,6,27910,2,12.759583333333332,5.640416666666667
1986-07-01,19.852,1986.5,7,27940,2,12.706083333333332,7.145916666666668
1986-08-01,18.96,1986.5833333333333,8,27971,2,12.716833333333334,6.243166666666667
1986-09-01,16.649,1986.6666666666667,9,28002,3,12.549833333333334,4.099166666666667
1986-10-01,15.138000000000002,1986.75,10,28032,3,12.622250000000001,2.5157500000000006
1986-11-01,10.832999999999998,1986.8333333333333,11,28063,3,12.883083333333333,-2.050083333333335
1986-12-01,8.321,1986.9166666666667,12,28093,0,12.871666666666668,-4.550666666666668
1987-01-01,3.134,1987.0,1,28124,0,12.51625,-9.382249999999999
1987-02-01,7.292999999999999,1987.0833333333333,2,28155,0,12.80975,-5.51675
1987-03-01,8.461,1987.1666666666667,3,28183,1,12.74,-4.279
1987-04-01,13.56,1987.25,4,28214,1,13.041666666666666,0.5183333333333344
1987-05-01,13.885,1987.3333333333333,5,28244,1,12.873833333333332,1.0111666666666679
1987-06-01,16.959,1987.4166666666667,6,28275,2,12.753750000000002,4.205249999999998
1987-07-01,19.8,1987.5,7,28305,2,12.749416666666667,7.050583333333334
1987-08-01,19.94,1987.5833333333333,8,28336,2,12.831083333333334,7.108916666666667
1987-09-01,19.167,1987.6666666666667,9,28367,3,13.040916666666666,6.1260833333333355
1987-10-01,14.594,1987.75,10,28397,3,12.995583333333334,1.5984166666666653
1987-11-01,10.151,1987.8333333333333,11,28428,3,12.938749999999999,-2.787749999999999
1987-12-01,8.517999999999999,1987.9166666666667,12,28458,0,12.955166666666665,-4.437166666666666
1988-01-01,9.595,1988.0,1,28489,0,13.493583333333333,-3.898583333333333
1988-02-01,8.197000000000001,1988.0833333333333,2,28520,0,13.568916666666667,-5.371916666666666
1988-03-01,9.671,1988.1666666666667,3,28549,1,13.669749999999999,-3.9987499999999994
1988-04-01,12.845999999999998,1988.25,4,28580,1,13.610249999999999,-0.7642500000000005
1988-05-01,15.952,1988.3333333333333,5,28610,1,13.782499999999999,2.169500000000001
1988-06-01,17.764,1988.4166666666667,6,28641,2,13.849583333333333,3.914416666666666
1988-07-01,19.105,1988.5,7,28671,2,13.791666666666666,5.313333333333334
1988-08-01,19.903,1988.5833333333333,8,28702,2,13.788583333333335,6.1144166666666635
1988-09-01,17.124000000000002,1988.6666666666667,9,28733,3,13.618333333333332,3.50566666666667
1988-10-01,14.776,1988.75,10,28763,3,13.633499999999998,1.1425000000000018
1988-11-01,9.358,1988.8333333333333,11,28794,3,13.567416666666666,-4.209416666666666
1988-12-01,8.68,1988.9166666666667,12,28824,0,13.580916666666667,-4.900916666666667
1989-01-01,7.361000000000001,1989.0,1,28855,0,13.394750000000002,-6.033750000000001
1989-02-01,8.471,1989.0833333333333,2,28886,0,13.417583333333333,-4.946583333333333
1989-03-01,11.925,1989.1666666666667,3,28914,1,13.605416666666665,-1.6804166666666642
1989-04-01,10.977,1989.25,4,28945,1,13.449666666666667,-2.472666666666667
1989-05-01,17.293,1989.3333333333333,5,28975,1,13.561416666666668,3.7315833333333313
1989-06-01,18.318,1989.4166666666667,6,29006,2,13.607583333333332,4.710416666666669
1989-07-01,20.99,1989.5,7,29036,2,13.764666666666669,7.22533333333333
1989-08-01,20.325,1989.5833333333333,8,29067,2,13.799833333333332,6.525166666666667
1989-09-01,17.687,1989.6666666666667,9,29098,3,13.84675,3.840250000000001
1989-10-01,14.925999999999998,1989.75,10,29128,3,13.859249999999998,1.0667500000000008
1989-11-01,10.052,1989.8333333333333,11,29159,3,13.917083333333332,-3.8650833333333328
1989-12-01,8.836,1989.9166666666667,12,29189,0,13.930083333333334,-5.094083333333334
1990-01-01,8.016,1990.0,1,29220,0,13.984666666666667,-5.9686666666666675
1990-02-01,11.502,1990.0833333333333,2,29251,0,14.237250000000001,-2.7352500000000006
1990-03-01,11.539,1990.1666666666667,3,29279,1,14.205083333333334,-2.6660833333333347
1990-04-01,11.552,1990.25,4,29310,1,14.253,-2.7010000000000005
1990-05-01,17.250999999999998,1990.3333333333333,5,29340,1,14.249499999999998,3.0015
1990-06-01,17.586000000000002,1990.4166666666667,6,29371,2,14.1885,3.3975000000000026
1990-07-01,20.636,1990.5,7,29401,2,14.158999999999999,6.477
1990-08-01,21.245,1990.5833333333333,8,29432,2,14.235666666666667,7.009333333333334
1990-09-01,17.336000000000002,1990.6666666666667,9,29463,3,14.206416666666668,3.1295833333333345
1990-10-01,15.224,1990.75,10,29493,3,14.231250000000001,0.9927499999999991
1990-11-01,10.191999999999998,1990.8333333333333,11,29524,3,14.242916666666668,-4.050916666666669
1990-12-01,6.3870000000000005,1990.9166666666667,12,29554,0,14.038833333333335,-7.651833333333334
1991-01-01,7.21,1991.0,1,29585,0,13.97166666666667,-6.761666666666669
1991-02-01,5.921,1991.0833333333333,2,29616,0,13.506583333333333,-7.585583333333333
1991-03-01,11.925,1991.1666666666667,3,29644,1,13.53875,-1.6137499999999996
1991-04-01,11.465,1991.25,4,29675,1,13.5315,-2.0664999999999996
1991-05-01,13.901,1991.3333333333333,5,29705,1,13.252333333333334,0.6486666666666654
1991-06-01,16.79,1991.4166666666667,6,29736,2,13.186,3.603999999999999
1991-07-01,20.587,1991.5,7,29766,2,13.181916666666668,7.405083333333332
1991-08-01,21.341,1991.5833333333333,8,29797,2,13.189916666666667,8.151083333333334
1991-09-01,18.932,1991.6666666666667,9,29828,3,13.322916666666666,5.6090833333333325
1991-10-01,12.863,1991.75,10,29858,3,13.126166666666668,-0.26316666666666855
1991-11-01,9.848,1991.8333333333333,11,29889,3,13.097499999999998,-3.2494999999999976
1991-12-01,6.891,1991.9166666666667,12,29919,0,13.1395,-6.2485
1992-01-01,6.119,1992.0,1,29950,0,13.048583333333333,-6.929583333333333
1992-02-01,8.147,1992.0833333333333,2,29981,0,13.234083333333333,-5.087083333333332
1992-03-01,10.615,1992.1666666666667,3,30010,1,13.12491666666667,-2.509916666666669
1992-04-01,12.162,1992.25,4,30041,1,13.183,-1.020999999999999
1992-05-01,17.101,1992.3333333333333,5,30071,1,13.449666666666667,3.6513333333333318
1992-06-01,17.570999999999998,1992.4166666666667,6,30102,2,13.514750000000001,4.056249999999997
1992-07-01,20.148,1992.5,7,30132,2,13.478166666666667,6.669833333333333
1992-08-01,20.847,1992.5833333333333,8,30163,2,13.437,7.410000000000002
1992-09-01,16.970000000000002,1992.6666666666667,9,30194,3,13.273499999999999,3.696500000000004
1992-10-01,11.982,1992.75,10,30224,3,13.200083333333334,-1.2180833333333343
1992-11-01,11.693,1992.8333333333333,11,30255,3,13.353833333333334,-1.6608333333333345
1992-12-01,8.200000000000001,1992.9166666666667,12,30285,0,13.462916666666667,-5.262916666666666
1993-01-01,8.732999999999999,1993.0,1,30316,0,13.680749999999998,-4.947749999999999
1993-02-01,6.783,1993.0833333333333,2,30347,0,13.567083333333334,-6.784083333333334
1993-03-01,10.045000000000002,1993.1666666666667,3,30375,1,13.519583333333332,-3.47458333333333
1993-04-01,12.878,1993.25,4,30406,1,13.579250000000002,-0.7012500000000017
1993-05-01,16.115000000000002,1993.3333333333333,5,30436,1,13.497083333333336,2.617916666666666
1993-06-01,18.656,1993.4166666666667,6,30467,2,13.587499999999999,5.0685
1993-07-01,18.974,1993.5,7,30497,2,13.489666666666666,5.484333333333334
1993-08-01,19.644,1993.5833333333333,8,30528,2,13.389416666666667,6.254583333333331
1993-09-01,16.194000000000006,1993.6666666666667,9,30559,3,13.32475,2.8692500000000063
1993-10-01,12.539,1993.75,10,30589,3,13.371166666666667,-0.8321666666666676
1993-11-01,7.978,1993.8333333333333,11,30620,3,13.061583333333333,-5.083583333333333
1993-12-01,9.263,1993.9166666666667,12,30650,0,13.150166666666665,-3.8871666666666655
1994-01-01,8.339,1994.0,1,30681,0,13.117333333333335,-4.778333333333334
1994-02-01,8.445,1994.0833333333333,2,30712,0,13.255833333333333,-4.810833333333333
1994-03-01,12.125,1994.1666666666667,3,30740,1,13.429166666666667,-1.3041666666666671
1994-04-01,11.319,1994.25,4,30771,1,13.29925,-1.9802499999999998
1994-05-01,15.746,1994.3333333333333,5,30801,1,13.268499999999998,2.4775000000000027
1994-06-01,18.445,1994.4166666666667,6,30832,2,13.250916666666669,5.194083333333332
1994-07-01,21.943,1994.5,7,30862,2,13.498333333333333,8.444666666666668
1994-08-01,20.822,1994.5833333333333,8,30893,2,13.5965,7.2254999999999985
1994-09-01,16.5,1994.6666666666667,9,30924,3,13.622,2.878
1994-10-01,14.054,1994.75,10,30954,3,13.74825,0.30574999999999974
1994-11-01,12.727,1994.8333333333333,11,30985,3,14.144,-1.4169999999999998
1994-12-01,9.409,1994.9166666666667,12,31015,0,14.156166666666666,-4.747166666666665
1995-01-01,7.727,1995.0,1,31046,0,14.105166666666667,-6.378166666666667
1995-02-01,10.411,1995.0833333333333,2,31077,0,14.269,-3.8580000000000005
1995-03-01,9.744000000000002,1995.1666666666667,3,31105,1,14.070583333333333,-4.326583333333332
1995-04-01,12.445,1995.25,4,31136,1,14.164416666666666,-1.7194166666666657
1995-05-01,15.765,1995.3333333333333,5,31166,1,14.166000000000002,1.5989999999999984
1995-06-01,17.652,1995.4166666666667,6,31197,2,14.099916666666665,3.5520833333333357
1995-07-01,21.782,1995.5,7,31227,2,14.086500000000001,7.695499999999999
1995-08-01,20.924,1995.5833333333333,8,31258,2,14.095,6.828999999999999
1995-09-01,16.089000000000002,1995.6666666666667,9,31289,3,14.06075,2.0282500000000017
1995-10-01,16.342,1995.75,10,31319,3,14.251416666666666,2.090583333333333
1995-11-01,10.453,1995.8333333333333,11,31350,3,14.061916666666667,-3.6089166666666674
1995-12-01,7.462999999999999,1995.9166666666667,12,31380,0,13.89975,-6.43675
1996-01-01,8.391,1996.0,1,31411,0,13.955083333333334,-5.564083333333334
1996-02-01,6.647,1996.0833333333333,2,31442,0,13.641416666666666,-6.994416666666666
